City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Acarau,BR,2021-10-07 22:23:02,-2.8856,-40.12,79.41,83,100,14.9
296,Kijang,KR,2021-10-07 22:23:02,35.2442,129.2139,69.53,88,46,7.23
297,Thinadhoo,MV,2021-10-07 22:23:02,0.5333,72.9333,83.1,72,92,14.25
298,Gubkinskiy,RU,2021-10-07 22:23:03,64.434,76.5026,43.05,91,100,18.32
299,La Rioja,ES,2021-10-07 22:18:59,42.25,-2.5,59.04,68,1,4.97
300,Ouegoa,NC,2021-10-07 22:23:03,-20.35,164.4333,75.97,58,16,9.57
301,Palana,RU,2021-10-07 22:23:03,59.1167,159.9667,29.98,85,99,8.86
302,Ust-Nera,RU,2021-10-07 22:23:04,64.5667,143.2,21.6,94,80,6.22
303,Auki,SB,2021-10-07 22:23:04,-8.7676,160.7034,83.55,72,18,6.29
304,Cockburn Town,TC,2021-10-07 22:23:04,21.4612,-71.1419,82.36,74,40,11.5
305,Khandbari,NP,2021-10-07 22:23:05,27.3747,87.2039,68.29,89,52,1.5
306,Tiksi,RU,2021-10-07 22:23:05,71.6872,128.8694,27.43,96,100,10.04
307,Praia Da Vitoria,PT,2021-10-07 22:23:05,38.7333,-27.0667,67.75,88,20,7.02
308,Havelock,US,2021-10-07 22:19:40,34.8791,-76.9013,75.16,86,75,8.05
309,Mitu,CO,2021-10-07 22:23:06,1.1983,-70.1733,75.06,97,71,3.31
310,Conde,BR,2021-10-07 22:23:06,-7.2597,-34.9075,76.46,88,20,8.05
311,Camacha,PT,2021-10-07 22:23:06,33.0833,-16.3333,68.76,78,40,8.05
312,George Town,MY,2021-10-07 22:20:55,5.4112,100.3354,79.9,90,40,1.01
313,Tadine,NC,2021-10-07 22:23:07,-21.55,167.8833,72.5,60,3,12.5
314,Awjilah,LY,2021-10-07 22:23:07,29.1081,21.2869,74.88,28,0,6.17
315,Petropavlovsk-Kamchatskiy,RU,2021-10-07 22:23:07,53.0452,158.6483,43.39,61,40,4.47
316,Matagami,CA,2021-10-07 22:23:07,49.7502,-77.6328,68.11,64,1,4.61
317,Constitucion,CL,2021-10-07 22:23:08,-35.3333,-72.4167,56.1,70,0,5.28
318,Raudeberg,NO,2021-10-07 22:23:08,61.9875,5.1352,56.07,80,100,7.0
319,Rawson,AR,2021-10-07 22:23:08,-43.3002,-65.1023,49.42,69,3,12.8
320,San Jose,US,2021-10-07 22:19:11,37.3394,-121.895,74.26,50,40,1.99
321,Bandarbeyla,SO,2021-10-07 22:23:09,9.4942,50.8122,78.33,81,60,16.8
322,Flinders,AU,2021-10-07 22:23:09,-34.5833,150.8552,65.21,71,91,1.01
323,Taoudenni,ML,2021-10-07 22:23:10,22.6783,-3.9836,93.88,8,0,9.82
324,Nemuro,JP,2021-10-07 22:23:10,43.3236,145.575,51.35,90,100,9.73
325,Bambous Virieux,MU,2021-10-07 22:23:10,-20.3428,57.7575,69.22,88,75,11.5
326,Half Moon Bay,US,2021-10-07 22:23:11,37.4636,-122.4286,72.5,64,90,1.01
327,Grindavik,IS,2021-10-07 22:23:11,63.8424,-22.4338,49.95,87,90,25.32
328,Katsuura,JP,2021-10-07 22:23:11,35.1333,140.3,73.11,81,56,11.83
329,Kindu,CD,2021-10-07 22:23:11,-2.95,25.95,71.73,81,22,1.01
330,Matay,EG,2021-10-07 22:23:12,28.419,30.7792,73.31,50,0,12.46
331,Itarema,BR,2021-10-07 22:23:12,-2.9248,-39.9167,79.29,83,100,14.2
332,Tonila,MX,2021-10-07 22:23:12,19.4336,-103.5166,77.43,74,40,11.5
333,San Benito,US,2021-10-07 22:23:13,36.6166,-121.0844,66.15,41,17,8.81
334,Qarqin,AF,2021-10-07 22:23:13,37.4185,66.0436,56.12,30,17,10.04
335,Ostrovnoy,RU,2021-10-07 22:23:13,68.0531,39.5131,39.9,96,100,22.35
336,Port Hardy,CA,2021-10-07 22:23:14,50.6996,-127.4199,50.18,76,90,6.91
337,Vardo,NO,2021-10-07 22:23:14,70.3705,31.1107,40.08,66,89,28.07
338,Rio Grande,BR,2021-10-07 22:23:14,-32.035,-52.0986,54.95,68,4,9.33
339,Rocha,UY,2021-10-07 22:23:15,-34.4833,-54.3333,44.22,81,2,6.29
340,Prado,BR,2021-10-07 22:23:15,-17.3411,-39.2208,75.54,84,5,11.52
341,Ganzhou,CN,2021-10-07 22:23:15,28.8184,115.4327,68.61,79,91,6.22
342,Vyazma,RU,2021-10-07 22:23:16,55.2104,34.2951,35.82,74,0,4.34
343,Taywarah,AF,2021-10-07 22:23:16,33.35,64.4167,45.93,39,0,3.53
344,Basti,IN,2021-10-07 22:23:16,26.8,82.7167,76.5,77,2,4.54
345,Adeje,ES,2021-10-07 22:23:17,28.1227,-16.726,73.02,74,20,1.99
346,Belle Fourche,US,2021-10-07 22:23:17,44.6714,-103.8522,79.32,17,2,9.44
347,Alofi,NU,2021-10-07 22:23:17,-19.0595,-169.9187,84.09,70,78,9.22
348,Kiunga,PG,2021-10-07 22:23:18,-6.1219,141.2906,75.88,97,100,0.58
349,Nome,US,2021-10-07 22:23:18,64.5011,-165.4064,42.17,75,1,4.61
350,Taklisah,TN,2021-10-07 22:23:18,36.7833,10.6333,66.61,56,70,22.5
351,Kiama,AU,2021-10-07 22:23:18,-34.6833,150.8667,63.37,71,95,3.69
352,Yumen,CN,2021-10-07 22:23:19,40.2833,97.2,43.68,45,91,12.66
353,Acapulco,MX,2021-10-07 22:18:49,16.8634,-99.8901,87.62,70,75,8.05
354,San Cristobal,VE,2021-10-07 22:23:19,7.7669,-72.225,80.78,75,100,3.8
355,Fairbanks,US,2021-10-07 22:23:19,64.8378,-147.7164,39.6,95,90,8.05
356,Tuy Hoa,VN,2021-10-07 22:23:20,13.0833,109.3,77.29,82,100,12.55
357,Fortuna,US,2021-10-07 22:23:20,40.5982,-124.1573,68.18,62,92,3.0
358,Matucana,PE,2021-10-07 22:23:20,-11.85,-76.4,60.46,90,86,4.14
359,Mount Gambier,AU,2021-10-07 22:23:21,-37.8333,140.7667,47.77,81,100,8.05
360,Peruibe,BR,2021-10-07 22:20:14,-24.32,-46.9983,64.87,91,100,5.61
361,Bethel,US,2021-10-07 22:23:21,41.3712,-73.414,69.91,81,1,3.44
362,Tual,ID,2021-10-07 22:23:21,-5.6667,132.75,81.52,80,79,13.38
363,Letterkenny,IE,2021-10-07 22:23:22,54.95,-7.7333,59.92,98,82,3.53
364,Ayan,RU,2021-10-07 22:23:22,56.45,138.1667,39.56,47,99,4.14
365,Cidreira,BR,2021-10-07 22:23:22,-30.1811,-50.2056,59.76,66,10,8.93
366,Namibe,AO,2021-10-07 22:23:22,-15.1961,12.1522,63.79,77,4,6.67
367,Bisceglie,IT,2021-10-07 22:23:23,41.242,16.5044,64.78,63,83,6.42
368,Damietta,EG,2021-10-07 22:20:25,31.4165,31.8133,74.73,59,0,10.45
369,Plettenberg Bay,ZA,2021-10-07 22:23:23,-34.0527,23.3716,65.07,60,100,8.25
370,Cordoba,AR,2021-10-07 22:19:20,-31.4135,-64.1811,68.76,37,0,3.0
371,Siguiri,GN,2021-10-07 22:23:23,11.6667,-9.5,72.32,91,89,5.17
372,Port Blair,IN,2021-10-07 22:23:24,11.6667,92.75,78.48,90,100,14.81
373,Karratha,AU,2021-10-07 22:23:24,-20.7377,116.8463,71.47,68,0,3.18
374,Ziniare,BF,2021-10-07 22:23:24,12.5822,-1.2983,84.24,35,27,6.46
375,Lata,PT,2021-10-07 22:23:25,40.1629,-8.3327,63.81,67,8,2.39
376,Manokwari,ID,2021-10-07 22:23:25,-0.8667,134.0833,80.64,71,98,5.84
377,Abha,SA,2021-10-07 22:23:25,18.2164,42.5053,67.82,52,0,6.91
378,Punta Ocote,HN,2021-10-07 22:23:26,15.2,-87.2833,74.16,88,75,6.91
379,Roma,US,2021-10-07 22:23:26,43.2128,-75.4557,73.65,73,1,6.91
380,Belyy Yar,RU,2021-10-07 22:23:26,53.6039,91.3903,33.69,93,75,8.95
381,Roebourne,AU,2021-10-07 22:23:26,-20.7833,117.1333,71.24,64,0,3.83
382,Coihaique,CL,2021-10-07 22:23:27,-45.5752,-72.0662,64.35,36,0,5.75
383,Luanda,AO,2021-10-07 22:23:27,-8.8368,13.2343,75.2,83,75,9.22
384,Shangzhi,CN,2021-10-07 22:23:27,45.2167,127.9667,40.82,72,28,6.8
385,Kavaratti,IN,2021-10-07 22:23:28,10.5669,72.642,81.25,80,39,5.23
386,Burdur,TR,2021-10-07 22:23:28,37.7203,30.2908,47.1,46,0,0.0
387,Moba,CN,2021-10-07 22:23:28,33.2288,105.0179,44.56,95,48,3.27
388,Novo Aripuana,BR,2021-10-07 22:23:29,-5.1206,-60.3797,84.22,63,79,2.21
389,Flin Flon,CA,2021-10-07 22:23:29,54.7682,-101.865,57.04,30,20,13.8
390,Novyy Urengoy,RU,2021-10-07 22:23:29,66.0833,76.6333,41.29,90,100,13.87
391,Camopi,GF,2021-10-07 22:23:29,3.1655,-52.3158,81.05,68,100,3.27
392,Steubenville,US,2021-10-07 22:23:12,40.3698,-80.634,73.98,81,100,1.39
393,Porto Novo,BJ,2021-10-07 22:23:30,6.4965,2.6036,80.42,82,99,3.47
394,Linfen,CN,2021-10-07 22:23:30,36.0889,111.5189,57.31,78,74,2.21
395,Maraba,BR,2021-10-07 22:22:35,-5.3686,-49.1178,84.38,74,0,1.14
396,Port Augusta,AU,2021-10-07 22:23:31,-32.5,137.7667,62.71,40,1,1.66
397,Portland,US,2021-10-07 22:20:41,45.5234,-122.6762,63.9,62,20,1.99
398,Kyra,RU,2021-10-07 22:23:31,49.5776,111.9753,39.52,97,100,2.06
399,La Ronge,CA,2021-10-07 22:23:31,55.1001,-105.2842,53.85,28,1,8.05
400,Marsa Matruh,EG,2021-10-07 22:23:31,31.3525,27.2453,70.0,68,20,5.75
401,Finschhafen,PG,2021-10-07 22:23:32,-6.6024,147.8681,82.29,74,54,7.9
402,Vagur,FO,2021-10-07 22:23:32,61.4732,-6.8119,52.68,92,100,26.33
403,Zaysan,KZ,2021-10-07 22:23:32,47.4667,84.8667,30.25,59,30,9.84
404,Longyearbyen,SJ,2021-10-07 22:23:33,78.2186,15.6401,21.04,79,0,6.91
405,Serenje,ZM,2021-10-07 22:23:33,-13.2325,30.2352,66.7,40,4,10.56
406,Uglovka,RU,2021-10-07 22:23:33,58.2392,33.5108,38.73,72,0,6.93
407,Kamaishi,JP,2021-10-07 22:23:33,39.2667,141.8833,66.9,87,94,7.47
408,Palmer,US,2021-10-07 22:23:34,42.1584,-72.3287,68.61,69,0,2.42
409,Troy,US,2021-10-07 22:18:54,42.6056,-83.1499,72.55,91,40,0.0
410,Anloga,GH,2021-10-07 22:23:34,5.7947,0.8973,80.82,81,100,9.08
411,Zhigansk,RU,2021-10-07 22:23:34,66.7697,123.3711,17.8,90,66,12.64
412,Hami,CN,2021-10-07 22:23:35,42.8,93.45,42.39,53,100,23.2
413,Harper,LR,2021-10-07 22:23:35,4.375,-7.7169,77.54,86,95,7.92
414,Husavik,IS,2021-10-07 22:23:35,66.0449,-17.3389,42.71,96,100,26.98
415,Never,FR,2021-10-07 22:23:36,46.9896,3.159,51.55,88,34,5.39
416,Sidney,AU,2021-10-07 22:20:12,-33.8679,151.2073,65.5,65,20,3.44
417,Bilibino,RU,2021-10-07 22:23:36,68.0546,166.4372,4.33,94,44,3.15
418,Barra,BR,2021-10-07 22:23:36,-11.0894,-43.1417,84.78,37,13,5.93
419,Georgiyevka,KZ,2021-10-07 22:23:37,43.0369,74.7114,30.24,80,0,6.71
420,Sur,OM,2021-10-07 22:23:37,22.5667,59.5289,82.17,54,1,5.91
421,Khon Buri,TH,2021-10-07 22:23:37,14.5254,102.2459,73.45,93,100,3.96
422,Gamboula,CF,2021-10-07 22:23:37,4.1178,15.1393,68.7,97,85,1.07
423,Sorland,NO,2021-10-07 22:23:38,67.667,12.6934,43.56,60,94,14.9
424,Telma,RU,2021-10-07 22:23:38,52.6983,103.7097,29.41,79,100,4.0
425,Navahrudak,BY,2021-10-07 22:23:38,53.6,25.8333,36.14,65,0,7.0
426,Corn Island,NI,2021-10-07 22:23:39,12.1694,-83.0418,83.26,79,100,16.71
427,Shumskiy,RU,2021-10-07 22:23:39,54.8318,99.1328,36.91,74,100,8.14
428,Belyy,RU,2021-10-07 22:23:39,55.8402,32.9419,36.48,76,0,4.16
429,San Andres,CO,2021-10-07 22:23:40,12.5847,-81.7006,84.22,79,75,11.5
430,Aljezur,PT,2021-10-07 22:23:40,37.3191,-8.8033,67.35,70,47,4.54
431,Zyryanka,RU,2021-10-07 22:23:40,65.75,150.85,18.9,77,56,7.05
432,Kamphaeng Phet,TH,2021-10-07 22:23:40,16.25,99.5,73.15,89,14,3.27
433,Faya,SA,2021-10-07 22:23:41,18.3851,42.4509,68.11,54,10,6.13
434,Saint-Francois,FR,2021-10-07 22:23:41,46.4154,3.9054,47.68,93,0,8.05
435,Kuryk,KZ,2021-10-07 22:23:41,43.2,51.65,48.06,44,10,13.91
436,Vysokogornyy,RU,2021-10-07 22:23:42,50.1167,139.15,34.75,83,80,4.56
437,Champerico,GT,2021-10-07 22:23:42,14.3,-91.9167,83.35,70,50,6.22
438,Ust-Kuyga,RU,2021-10-07 22:23:42,70.0167,135.6,23.36,78,100,8.52
439,Sao Gabriel Da Cachoeira,BR,2021-10-07 22:23:43,-0.1303,-67.0892,77.23,93,100,2.33
440,Okhotsk,RU,2021-10-07 22:23:43,59.3833,143.3,26.74,74,50,8.03
441,Antalaha,MG,2021-10-07 22:23:43,-14.9003,50.2788,70.23,82,58,4.99
442,Bela,IN,2021-10-07 22:23:43,25.9333,81.9833,78.48,80,4,3.38
443,Careiro Da Varzea,BR,2021-10-07 22:23:44,-3.2003,-59.8119,81.21,62,84,2.46
444,Meulaboh,ID,2021-10-07 22:23:44,4.1363,96.1285,74.53,88,100,3.04
445,Schwedt,DE,2021-10-07 22:23:44,53.0596,14.2815,58.8,70,100,6.64
446,Katherine,AU,2021-10-07 22:23:45,-14.4667,132.2667,84.52,54,90,8.05
447,Mandurah,AU,2021-10-07 22:19:26,-32.55,115.7,56.21,71,94,11.63
448,Santos Dumont,BR,2021-10-07 22:23:45,-21.4567,-43.5525,67.17,96,98,11.92
449,Vilcun,CL,2021-10-07 22:23:45,-38.65,-72.2333,65.14,65,0,2.82
450,Stryn,NO,2021-10-07 22:23:46,61.9045,6.7226,54.99,90,100,10.74
451,Mandalgovi,MN,2021-10-07 22:23:46,45.7625,106.2708,42.67,64,76,3.11
452,Homer,US,2021-10-07 22:23:46,59.6425,-151.5483,53.08,76,20,10.36
453,Lagunas,PE,2021-10-07 22:23:47,-5.2269,-75.6753,82.76,67,99,2.39
454,Isiro,CD,2021-10-07 22:23:47,2.7739,27.616,67.1,98,100,2.08
455,Baturaja,ID,2021-10-07 22:23:47,-4.1333,104.1667,71.31,94,51,2.8
456,Maltahohe,NA,2021-10-07 22:23:47,-24.8333,16.9833,59.14,22,0,5.53
457,Muisne,EC,2021-10-07 22:23:48,0.6,-80.0333,75.51,80,100,11.88
458,Obanazawa,JP,2021-10-07 22:23:48,38.6033,140.4019,70.59,90,77,3.85
459,Mendota,US,2021-10-07 22:23:48,36.7536,-120.3816,81.72,27,25,0.69
460,Simao,CN,2021-10-07 22:23:49,22.7886,100.9748,63.95,96,84,1.61
461,Huarmey,PE,2021-10-07 22:23:49,-10.0681,-78.1522,66.27,81,30,12.66
462,Ponta Delgada,PT,2021-10-07 22:23:49,37.7333,-25.6667,70.5,83,20,6.91
463,Volary,CZ,2021-10-07 22:23:50,48.9088,13.8866,50.38,95,100,3.65
464,Cam Ranh,VN,2021-10-07 22:23:50,11.9214,109.1591,78.76,83,20,4.61
465,Chauk,MM,2021-10-07 22:23:50,20.8833,94.8167,80.33,79,23,3.27
466,Hualmay,PE,2021-10-07 22:23:50,-11.0964,-77.6139,64.74,83,36,13.4
467,Sola,VU,2021-10-07 22:23:51,-13.8833,167.55,80.65,78,30,18.95
468,Hearst,CA,2021-10-07 22:23:51,49.6835,-83.6665,71.85,73,3,3.51
469,Lorengau,PG,2021-10-07 22:23:51,-2.0226,147.2712,81.37,78,43,4.52
470,Dubrovka,RU,2021-10-07 22:23:52,53.6907,33.5071,33.78,74,2,3.56
471,Kenai,US,2021-10-07 22:23:52,60.5544,-151.2583,53.02,73,1,8.05
472,West Bay,KY,2021-10-07 22:23:52,19.3667,-81.4167,86.07,80,40,3.0
473,Nova Odesa,UA,2021-10-07 22:23:53,47.3078,31.7851,43.86,36,6,12.19
474,Marsh Harbour,BS,2021-10-07 22:23:53,26.5412,-77.0636,83.82,66,27,10.09
475,Biak,ID,2021-10-07 22:23:53,-0.9131,122.8766,75.78,82,71,4.61
476,Opuwo,NA,2021-10-07 22:23:54,-18.0607,13.84,70.14,26,0,6.42
477,Aykhal,RU,2021-10-07 22:23:54,66.0,111.5,15.44,99,96,2.89
478,Korhogo,CI,2021-10-07 22:23:54,9.45,-5.6333,77.36,76,100,3.18
479,Birao,CF,2021-10-07 22:23:54,10.2849,22.7882,77.32,57,10,2.3
480,Kununurra,AU,2021-10-07 22:23:55,-15.7667,128.7333,76.98,73,31,0.0
481,Namtsy,RU,2021-10-07 22:23:55,62.7161,129.6658,30.31,96,100,5.88
482,Bull Savanna,JM,2021-10-07 22:23:55,17.8868,-77.5902,81.66,75,39,8.72
483,Estelle,US,2021-10-07 22:23:56,29.8458,-90.1067,86.0,58,40,6.91
484,Jejuri,IN,2021-10-07 22:21:25,18.2833,74.1667,75.18,81,97,0.63
485,Tateyama,JP,2021-10-07 22:23:56,34.9833,139.8667,73.02,80,53,11.88
486,Nouadhibou,MR,2021-10-07 22:23:56,20.931,-17.0347,75.18,64,100,10.36
487,Glendive,US,2021-10-07 22:23:56,47.1053,-104.7125,74.03,20,1,11.5
488,Leh,IN,2021-10-07 22:21:03,34.1667,77.5833,46.33,28,0,4.43
489,Nelson Bay,AU,2021-10-07 22:23:57,-32.7167,152.15,66.99,69,100,7.65
490,Ancud,CL,2021-10-07 22:23:57,-41.8697,-73.8203,58.53,76,1,3.62
491,Shihezi,CN,2021-10-07 22:23:57,44.3,86.0333,39.72,61,99,7.47
492,Brighton,GB,2021-10-07 22:23:27,50.8284,-0.1395,61.3,97,100,1.01
493,Albanel,CA,2021-10-07 22:23:58,48.8832,-72.4487,64.38,55,2,3.44
494,Zhangjiakou,CN,2021-10-07 22:23:58,40.81,114.8794,47.37,89,0,0.45
495,Christchurch,NZ,2021-10-07 22:21:57,-43.5333,172.6333,66.4,48,23,4.61
496,Lukulu,ZM,2021-10-07 22:23:59,-14.3707,23.242,73.76,27,9,5.41
497,Poya,NC,2021-10-07 22:23:59,-21.35,165.15,74.41,53,27,3.0
498,Jhargram,IN,2021-10-07 22:23:59,22.45,86.9833,81.12,73,98,5.14
499,Teahupoo,PF,2021-10-07 22:23:59,-17.8333,-149.2667,78.76,75,10,3.91
500,Carahue,CL,2021-10-07 22:24:00,-38.7,-73.1667,68.2,60,0,4.38
501,Mitsamiouli,KM,2021-10-07 22:24:00,-11.3847,43.2844,76.12,81,7,6.98
502,Mao,ES,2021-10-07 22:24:01,39.8885,4.2658,63.16,63,40,5.75
503,Eyl,SO,2021-10-07 22:24:01,7.9803,49.8164,77.56,82,99,12.75
504,Thunder Bay,CA,2021-10-07 22:24:01,48.4001,-89.3168,72.99,93,40,10.36
505,Renala Khurd,PK,2021-10-07 22:24:02,30.8833,73.6,77.97,38,0,2.35
506,Atar,MR,2021-10-07 22:24:02,20.5169,-13.0499,93.78,11,99,6.78
507,Vestmanna,FO,2021-10-07 22:24:02,62.1564,-7.1664,50.92,100,90,19.57
508,Haicheng,CN,2021-10-07 22:24:03,40.8516,122.7475,46.9,67,0,3.36
509,Satipo,PE,2021-10-07 22:24:03,-11.2522,-74.6386,77.23,73,88,3.62
510,Corner Brook,CA,2021-10-07 22:22:32,48.9667,-57.9484,48.36,75,53,7.07
511,Kaeo,NZ,2021-10-07 22:24:04,-35.1,173.7833,62.76,69,58,7.9
512,Kalanguy,RU,2021-10-07 22:24:04,51.0167,116.5167,34.99,49,99,3.56
513,Zambezi,ZM,2021-10-07 22:24:04,-13.5432,23.1047,71.13,26,11,3.22
514,Altagracia De Orituco,VE,2021-10-07 22:24:05,9.8601,-66.3814,79.32,75,80,4.7
515,Balabac,PH,2021-10-07 22:24:05,7.9868,117.0645,81.16,82,68,10.6
516,Paraiso,CR,2021-10-07 22:24:05,9.8383,-83.8656,69.42,97,100,2.71
517,Juneau,US,2021-10-07 22:20:39,58.3019,-134.4197,42.85,94,90,14.97
518,Beyneu,KZ,2021-10-07 22:24:06,45.3167,55.2,41.88,34,0,11.56
519,Jatai,BR,2021-10-07 22:24:06,-17.8814,-51.7144,76.01,72,90,9.71
520,Russell,US,2021-10-07 22:24:06,32.3502,-85.1999,80.96,88,60,1.52
521,Tezu,IN,2021-10-07 22:24:07,27.9167,96.1667,73.98,73,4,3.44
522,Tromso,NO,2021-10-07 22:24:07,69.6496,18.957,35.62,87,40,1.01
523,Barra Do Bugres,BR,2021-10-07 22:24:07,-15.0725,-57.1811,84.34,55,11,6.44
524,Velez-Malaga,ES,2021-10-07 22:24:08,36.7726,-4.1005,72.72,74,73,1.9
525,Wakkanai,JP,2021-10-07 22:24:08,45.4094,141.6739,57.63,63,64,12.33
526,Steamboat Springs,US,2021-10-07 22:24:08,40.485,-106.8317,70.47,34,40,4.61
527,Nortelandia,BR,2021-10-07 22:24:08,-14.4547,-56.8028,80.67,71,55,2.75
528,Cananeia,BR,2021-10-07 22:24:09,-25.0147,-47.9267,63.37,87,100,5.88
529,Salinopolis,BR,2021-10-07 22:24:09,-0.6136,-47.3561,80.82,79,50,10.87
530,Bathsheba,BB,2021-10-07 22:24:09,13.2167,-59.5167,81.21,89,75,20.71
531,Dali,CN,2021-10-07 22:24:10,25.7,100.1833,58.23,92,11,1.74
532,Milkovo,RU,2021-10-07 22:24:10,54.7167,158.6167,38.57,66,77,6.62
533,Fort Nelson,CA,2021-10-07 22:24:10,58.8053,-122.7002,45.99,49,75,4.61
534,Borogontsy,RU,2021-10-07 22:24:10,62.6683,131.1683,27.57,95,100,5.48
535,Bracciano,IT,2021-10-07 22:24:11,42.1031,12.1754,58.46,84,60,13.13
536,Vestmannaeyjar,IS,2021-10-07 22:24:11,63.4427,-20.2734,50.74,95,100,24.05
537,Amahai,ID,2021-10-07 22:24:11,-3.3333,128.9167,76.15,88,51,3.76
538,Shetpe,KZ,2021-10-07 22:24:12,44.1667,52.1167,41.23,46,14,10.4
539,Orchard Homes,US,2021-10-07 22:24:12,46.8633,-114.0484,58.91,48,90,3.0
540,Mantua,IT,2021-10-07 22:24:12,45.1667,10.7833,60.35,84,98,3.29
541,Metro,ID,2021-10-07 22:24:13,-5.1131,105.3067,73.63,88,15,6.17
542,Hervey Bay,AU,2021-10-07 22:23:48,-25.2986,152.8535,75.02,74,41,8.1
543,San Nicolas,PH,2021-10-07 22:24:13,18.1725,120.5953,76.91,94,75,4.05
544,Challapata,BO,2021-10-07 22:24:13,-18.9,-66.7667,57.27,43,53,10.27
545,Igarka,RU,2021-10-07 22:24:14,67.4667,86.5833,37.92,93,100,11.52
546,Moncagua,SV,2021-10-07 22:24:14,13.5333,-88.25,88.09,66,40,2.3
547,Mumbwa,ZM,2021-10-07 22:24:14,-14.9783,27.0619,72.18,41,50,8.59
548,Dryden,CA,2021-10-07 22:24:15,49.7833,-92.7503,71.89,64,75,10.36
549,Salamanca,ES,2021-10-07 22:24:15,40.8333,-6.0,59.63,46,1,3.78
550,Solginskiy,RU,2021-10-07 22:24:15,61.05,41.3428,41.23,76,4,10.87
551,Teguise,ES,2021-10-07 22:24:15,29.0605,-13.564,66.42,78,20,10.36
552,Anadyr,RU,2021-10-07 22:24:16,64.75,177.4833,32.5,100,90,4.0
553,Bud,US,2021-10-07 22:24:16,39.447,-86.1758,77.22,89,69,5.93
554,Dolores,AR,2021-10-07 22:24:16,-36.3132,-57.6792,48.42,63,5,5.32
555,Pundaguitan,PH,2021-10-07 22:24:17,6.3711,126.1689,83.32,74,100,8.3
556,Puerto Del Rosario,ES,2021-10-07 22:24:17,28.5004,-13.8627,71.35,83,4,10.36
