City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
145,Bushehr,IR,28.9684,50.8385,86.02,47,0,9.22,clear sky
146,Port Elizabeth,ZA,-33.918,25.5701,64.09,82,0,17.27,clear sky
147,Klyuchi,RU,52.2667,79.1667,42.82,70,0,13.02,clear sky
148,Nouadhibou,MR,20.931,-17.0347,73.38,73,100,19.57,overcast clouds
149,Aklavik,CA,68.2191,-135.0107,32.83,84,18,3.91,few clouds
150,Kaspiyskiy,RU,45.3929,47.3707,47.62,57,4,11.83,clear sky
151,Bobo Dioulasso,BF,11.1771,-4.2979,74.25,80,99,4.29,overcast clouds
152,Mahebourg,MU,-20.4081,57.7,70.09,88,40,9.22,light rain
153,Sabha,LY,27.0377,14.4283,73.04,19,0,12.93,clear sky
154,Port Alfred,ZA,-33.5906,26.891,61.84,77,67,14.97,broken clouds
155,Tiznit,MA,29.5833,-9.5,61.45,65,100,1.12,overcast clouds
156,Upernavik,GL,72.7868,-56.1549,25.74,60,61,9.71,broken clouds
157,Kaoma,ZM,-14.7833,24.8,65.34,43,5,4.56,clear sky
158,Haines Junction,CA,60.7522,-137.5108,40.95,65,72,11.5,light rain
159,Fort Morgan,US,40.2503,-103.8,67.42,26,1,11.5,clear sky
160,San Patricio,US,28.017,-97.5169,79.83,66,11,7.27,few clouds
161,Dubti,ET,11.7361,41.0853,80.2,63,100,7.4,moderate rain
162,Bathsheba,BB,13.2167,-59.5167,81.21,83,40,17.27,scattered clouds
163,Anadyr,RU,64.75,177.4833,32.5,93,75,11.01,fog
164,Gushikawa,JP,26.3544,127.8686,85.23,77,20,17.27,few clouds
165,Pimentel,PE,-6.8367,-79.9342,63.7,89,65,12.53,broken clouds
166,Wadi Maliz,TN,36.4681,8.5495,62.26,71,82,4.76,broken clouds
167,Asyut,EG,27.181,31.1837,69.6,66,0,9.82,clear sky
168,Agaro,ET,7.85,36.65,60.13,99,100,1.03,overcast clouds
169,Fort Dodge,US,42.4975,-94.168,69.42,72,1,4.61,clear sky
170,Razole,IN,16.4833,81.8333,84.49,82,100,3.58,overcast clouds
171,Bastia,FR,42.6667,9.3333,65.3,67,75,1.99,broken clouds
172,Hervey Bay,AU,-25.2986,152.8535,82.04,68,0,10.74,clear sky
173,Misratah,LY,32.3754,15.0925,73.4,64,16,5.93,few clouds
174,Vao,NC,-22.6667,167.4833,70.36,63,95,14.92,overcast clouds
175,Touros,BR,-5.1989,-35.4608,79.7,80,99,11.83,overcast clouds
176,Mandurah,AU,-32.55,115.7,66.16,49,34,10.36,scattered clouds
177,Bonthe,SL,7.5264,-12.505,76.8,90,100,3.53,moderate rain
178,Dukat,RU,62.55,155.55,20.75,78,54,3.65,broken clouds
179,Centralia,US,46.7162,-122.9543,52.18,73,1,0.0,clear sky
180,Carballo,ES,43.213,-8.691,61.86,88,75,2.19,broken clouds
181,Balkhash,KZ,46.844,74.9804,34.41,64,0,13.42,clear sky
182,Mabaruma,GY,8.2,-59.7833,74.64,98,99,2.73,overcast clouds
183,Mount Gambier,AU,-37.8333,140.7667,64.31,63,75,18.41,broken clouds
184,Rapid Valley,US,44.0625,-103.1463,65.44,69,90,6.91,overcast clouds
185,Chapais,CA,49.7834,-74.8492,51.58,91,77,6.15,broken clouds
186,Kununurra,AU,-15.7667,128.7333,100.38,25,3,11.5,clear sky
187,Beian,NO,63.6559,9.5683,54.55,94,40,11.5,scattered clouds
188,Shitanjing,CN,39.2342,106.3439,40.78,28,37,30.04,scattered clouds
189,Airai,TL,-8.9266,125.4092,82.31,27,10,6.33,clear sky
190,Nizhniy Baskunchak,RU,48.2198,46.8311,39.92,47,0,7.31,clear sky
191,Rassvet,RU,46.8333,40.75,37.81,73,59,15.66,broken clouds
192,Yar-Sale,RU,66.8333,70.8333,33.53,90,100,19.13,overcast clouds
193,Merauke,ID,-8.4667,140.3333,85.91,70,97,11.72,overcast clouds
194,Puerto Ayora,EC,-0.7393,-90.3518,68.56,95,100,5.99,overcast clouds
195,Mecca,SA,21.4267,39.8261,81.09,77,72,3.49,broken clouds
196,Ouadda,CF,8.0777,22.4007,69.84,74,98,3.44,overcast clouds
197,Vangaindrano,MG,-23.35,47.6,66.79,80,100,4.94,overcast clouds
198,Sao Joao Da Barra,BR,-21.6403,-41.0511,67.77,75,100,5.79,overcast clouds
199,Hithadhoo,MV,-0.6,73.0833,82.65,71,99,7.65,overcast clouds
200,Kodiak,US,57.79,-152.4072,51.31,50,1,11.5,clear sky
201,Pangnirtung,CA,66.1451,-65.7125,35.78,77,100,3.22,overcast clouds
202,Aksu,CN,41.1231,80.2644,46.54,49,9,6.55,clear sky
203,Bure,ET,10.7,37.0667,53.76,94,45,3.27,light rain
204,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,73.53,97,100,0.63,light rain
205,Haimen,CN,23.1935,116.6142,76.89,87,100,17.78,light rain
206,Zhongshu,CN,24.5167,103.7667,69.35,66,52,3.67,broken clouds
207,Georgetown,MY,5.4112,100.3354,85.95,81,20,1.01,few clouds
208,Pacific Grove,US,36.6177,-121.9166,59.11,79,20,1.99,few clouds
209,Opuwo,NA,-18.0607,13.84,65.66,29,3,0.34,clear sky
210,Kibaya,TZ,-5.3,36.5667,59.83,83,75,5.46,broken clouds
211,Lingyuan,CN,41.24,119.4011,55.51,81,100,7.14,overcast clouds
212,Sandwick,GB,60.0,-1.25,53.42,100,20,10.36,few clouds
213,Longyearbyen,SJ,78.2186,15.6401,17.44,79,0,11.5,clear sky
214,Glace Bay,CA,46.1969,-59.957,50.65,77,75,5.99,broken clouds
215,Victoria Point,AU,-27.5833,153.3,85.15,66,1,1.99,clear sky
216,Veranopolis,BR,-28.9361,-51.5494,57.52,99,100,2.08,overcast clouds
217,Le Vauclin,MQ,14.5452,-60.8388,82.45,74,90,12.66,overcast clouds
218,Madimba,TZ,-10.4,40.3333,71.17,85,4,5.57,clear sky
219,Yanji,CN,42.9075,129.5078,60.75,69,100,6.62,overcast clouds
220,Dingle,PH,10.9995,122.6711,78.58,86,100,2.82,heavy intensity rain
221,Atikokan,CA,48.7555,-91.6216,57.88,97,100,3.24,overcast clouds
222,Tuktoyaktuk,CA,69.4541,-133.0374,30.2,93,90,4.61,overcast clouds
223,Sangin,AF,32.0728,64.8359,66.31,22,0,6.33,clear sky
224,Kidal,ML,18.4411,1.4078,80.94,11,5,12.28,clear sky
225,Rudnaya Pristan,RU,44.3614,135.8116,62.64,41,23,7.34,few clouds
226,Coquimbo,CL,-29.9533,-71.3436,55.13,82,0,1.14,clear sky
227,Hohhot,CN,40.8106,111.6522,53.89,54,20,11.18,few clouds
228,Saint George,US,37.1041,-113.5841,61.39,87,1,1.01,clear sky
229,Hambantota,LK,6.1241,81.1185,82.74,89,20,12.66,few clouds
230,Hirara,JP,24.8,125.2833,87.66,70,20,16.11,few clouds
231,Yangjiang,CN,21.85,111.9667,77.94,96,100,26.64,moderate rain
232,Asau,RO,46.4333,26.4,43.95,62,100,5.79,light rain
233,Lucenec,SK,48.3325,19.6671,40.24,58,0,4.38,clear sky
234,Makaha,US,21.4694,-158.2175,85.91,50,1,19.57,clear sky
235,Sioux Lookout,CA,50.1001,-91.917,64.78,82,90,5.75,overcast clouds
236,Samandag,TR,36.0842,35.9771,52.32,31,0,6.91,clear sky
237,Khilok,RU,51.3674,110.4676,35.85,69,100,10.78,overcast clouds
238,Rawson,AR,-43.3002,-65.1023,61.03,37,54,10.36,broken clouds
239,Leh,IN,34.1667,77.5833,45.1,36,0,5.03,clear sky
240,Guanambi,BR,-14.2233,-42.7814,77.47,55,44,18.59,scattered clouds
241,Kasongo-Lunda,CD,-6.4667,16.8167,70.74,90,83,1.41,broken clouds
242,Morristown,US,36.214,-83.2949,67.3,74,1,0.0,clear sky
243,Palmer,US,42.1584,-72.3287,59.61,75,100,1.99,overcast clouds
244,Necochea,AR,-38.5473,-58.7368,44.04,82,6,9.98,clear sky
245,North Bend,US,43.4065,-124.2243,53.92,90,90,3.44,overcast clouds
246,Kavieng,PG,-2.5744,150.7967,82.26,76,88,11.07,light rain
247,Virginia Beach,US,36.8529,-75.978,72.01,77,90,1.01,overcast clouds
248,Stabat,ID,3.761,98.4513,86.2,64,100,2.42,overcast clouds
249,Chake Chake,TZ,-5.2459,39.7666,74.39,87,31,6.71,scattered clouds
250,Hasaki,JP,35.7333,140.8333,77.4,82,96,15.37,overcast clouds
251,Biak,ID,-0.9131,122.8766,84.49,64,12,6.31,few clouds
252,Launceston,AU,-41.45,147.1667,64.04,62,55,11.01,broken clouds
253,Saint-Francois,FR,46.4154,3.9054,44.67,100,90,1.14,overcast clouds
254,Amahai,ID,-3.3333,128.9167,81.77,80,80,5.55,broken clouds
255,Effium,NG,6.6292,8.0593,74.07,97,100,5.59,overcast clouds
256,Faanui,PF,-16.4833,-151.75,78.71,69,25,4.41,scattered clouds
257,Quatre Cocos,MU,-20.2078,57.7625,69.91,78,35,13.98,scattered clouds
258,Olga,RU,43.7444,135.2892,62.89,47,41,7.87,scattered clouds
259,Bairiki,KI,1.3292,172.9752,86.0,66,40,14.97,scattered clouds
260,Talakan,RU,50.3167,130.3667,54.84,55,100,6.96,light rain
261,Iquique,CL,-20.2208,-70.1431,60.84,83,63,2.35,broken clouds
262,Broken Hill,AU,-31.95,141.4333,83.91,13,0,8.05,clear sky
263,Ndende,GA,-2.4008,11.3581,74.1,95,98,2.28,light rain
264,Nampula,MZ,-15.1165,39.2666,60.6,97,7,1.03,clear sky
265,Sapulpa,US,35.9987,-96.1142,84.76,51,1,9.22,clear sky
266,Serrana,BR,-21.2114,-47.5956,73.35,72,77,4.23,broken clouds
267,Sijunjung,ID,-0.6876,100.9537,87.17,60,82,1.41,broken clouds
268,Bubaque,GW,11.2833,-15.8333,83.05,78,100,8.43,overcast clouds
269,Taicheng,CN,38.731,113.228,50.36,91,100,1.81,overcast clouds
270,Mancio Lima,BR,-7.6142,-72.8958,78.55,70,94,0.58,overcast clouds
271,Bonavista,CA,48.6499,-53.1147,47.12,79,96,43.31,light rain
272,Vitoria Da Conquista,BR,-14.8661,-40.8394,65.77,89,97,9.15,overcast clouds
273,Camacha,PT,33.0833,-16.3333,68.76,68,75,9.22,broken clouds
274,Chuy,UY,-33.6971,-53.4616,52.52,80,55,7.56,broken clouds
275,Sopelana,ES,43.3789,-2.9831,51.08,83,0,1.99,clear sky
276,Puri,IN,19.8,85.85,85.37,66,6,4.21,clear sky
277,Tabas,IR,33.5959,56.9244,62.65,28,0,9.22,clear sky
278,Palau,PW,7.503,134.621,83.16,77,100,20.96,heavy intensity rain
279,Uyuni,BO,-20.4597,-66.825,50.02,29,14,6.38,few clouds
280,Mantua,IT,45.1667,10.7833,60.28,74,99,1.99,overcast clouds
281,La Ronge,CA,55.1001,-105.2842,50.25,53,1,6.91,clear sky
282,Oranjemund,NA,-28.55,16.4333,55.27,86,29,7.25,scattered clouds
283,Port-Cartier,CA,50.0334,-66.8654,28.62,65,7,2.51,clear sky
284,Micheweni,TZ,-4.9667,39.8333,76.1,85,32,8.19,scattered clouds
285,Totskoye,RU,52.5248,52.7623,37.56,81,0,4.52,clear sky
286,Kaitangata,NZ,-46.2817,169.8464,53.46,85,85,7.02,overcast clouds
287,Bahia Blanca,AR,-38.7196,-62.2724,54.5,55,0,10.09,clear sky
288,Pemba,MZ,-12.974,40.5178,75.9,83,75,5.75,broken clouds
289,Tumsar,IN,21.3833,79.7333,81.0,72,9,4.5,clear sky
290,Abu Kamal,SY,34.4506,40.9171,69.08,22,0,3.67,clear sky
291,Gawler,AU,-34.6,138.7333,70.61,53,67,13.13,broken clouds
292,Blyth,GB,55.1271,-1.5086,57.31,95,0,0.0,clear sky
293,Nioro,GM,13.35,-15.75,79.23,81,100,6.06,overcast clouds
294,Andenes,NO,69.3143,16.1194,44.47,93,90,13.8,drizzle
295,Kashi,CN,39.4547,75.9797,51.01,32,40,11.18,dust
296,Novyy Urengoy,RU,66.0833,76.6333,33.08,93,100,19.42,overcast clouds
297,Morgan Hill,US,37.1305,-121.6544,58.71,51,20,11.5,few clouds
298,Batemans Bay,AU,-35.7167,150.1833,78.19,34,83,4.47,broken clouds
299,Katsuura,JP,35.1333,140.3,80.62,80,72,13.06,broken clouds
300,Fukue,JP,32.6881,128.8419,80.96,78,20,4.61,few clouds
301,Fare,PF,-16.7,-151.0167,78.46,69,2,3.04,clear sky
302,Namibe,AO,-15.1961,12.1522,63.39,78,46,7.18,scattered clouds
303,Tuatapere,NZ,-46.1333,167.6833,55.81,57,49,6.87,scattered clouds
304,Awjilah,LY,29.1081,21.2869,72.68,29,0,10.76,clear sky
305,Acarau,BR,-2.8856,-40.12,79.11,81,61,14.76,broken clouds
306,Umri,IN,26.5106,78.9367,83.55,45,0,4.03,clear sky
307,Sorong,ID,-0.8833,131.25,83.66,79,84,9.64,broken clouds
308,Jahazpur,IN,25.6167,75.2833,81.86,52,0,7.83,clear sky
309,Hami,CN,42.8,93.45,40.8,42,0,6.91,clear sky
310,Yerbogachen,RU,61.2767,108.0108,34.93,93,100,14.85,overcast clouds
311,Paamiut,GL,61.994,-49.6678,34.79,58,0,5.26,clear sky
312,Hobyo,SO,5.3505,48.5268,77.94,85,11,18.92,few clouds
313,Kutum,SD,14.2,24.6667,72.46,22,99,6.8,overcast clouds
314,Whyalla,AU,-33.0333,137.5833,66.09,68,28,20.71,scattered clouds
315,Esperance,AU,-33.8667,121.9,58.84,58,97,12.82,overcast clouds
316,Oistins,BB,13.0667,-59.5333,80.69,83,40,17.27,scattered clouds
317,Samana,DO,19.2056,-69.3369,78.06,89,7,6.33,clear sky
318,Ulagan,RU,50.6321,87.9563,30.4,67,39,1.95,scattered clouds
319,Yuanping,CN,38.7153,112.7575,54.23,83,100,2.3,overcast clouds
320,Miyako,JP,39.6367,141.9525,64.2,73,100,4.59,overcast clouds
321,Lagoa,PT,39.05,-27.9833,68.31,67,4,8.59,clear sky
322,Kapit,MY,2.0167,112.9333,92.46,52,20,1.86,few clouds
323,Nemuro,JP,43.3236,145.575,68.43,67,0,6.35,clear sky
324,Clyde River,CA,70.4692,-68.5914,31.84,86,100,8.25,light snow
325,Adrar,MR,20.5022,-10.0711,85.01,10,91,6.53,overcast clouds
326,Madang,PG,-5.2246,145.7966,86.36,65,94,8.55,overcast clouds
327,Mahibadhoo,MV,3.7833,72.9667,83.77,72,10,11.21,clear sky
328,Llaillay,CL,-32.85,-70.9667,54.72,83,0,0.4,clear sky
329,Bethel,US,41.3712,-73.414,65.64,89,40,4.61,scattered clouds
330,Naruto,JP,34.1833,134.6167,84.58,73,20,5.75,few clouds
331,Guerrero Negro,MX,27.9769,-114.0611,71.98,79,4,17.56,clear sky
332,Cidreira,BR,-30.1811,-50.2056,63.43,80,98,16.33,overcast clouds
333,Port Blair,IN,11.6667,92.75,79.39,88,100,18.97,overcast clouds
334,Kerema,PG,-7.9631,145.7785,83.86,76,26,9.57,scattered clouds
335,Varberg,SE,57.1056,12.2508,51.06,93,97,7.14,overcast clouds
336,Esmeraldas,BR,-19.7625,-44.3139,70.11,94,64,7.27,broken clouds
337,Cap Malheureux,MU,-19.9842,57.6142,70.29,76,4,5.01,clear sky
338,Mbekenyera,TZ,-10.0,38.9833,64.09,92,2,2.82,clear sky
339,Beringovskiy,RU,63.05,179.3167,32.58,96,100,17.45,light snow
340,Kloulklubed,PW,7.0419,134.2556,83.62,75,97,21.54,moderate rain
341,Damme,DE,52.5167,8.2,49.66,91,0,1.01,clear sky
342,Lubao,PH,14.9167,120.55,88.14,65,93,2.21,overcast clouds
343,Wegorzewo,PL,54.2157,21.7372,36.9,70,0,4.76,clear sky
344,Severo-Kurilsk,RU,50.6789,156.125,47.05,71,23,18.54,few clouds
345,Monrovia,LR,6.3005,-10.7969,77.31,86,100,4.72,light rain
346,Fairbanks,US,64.8378,-147.7164,42.76,80,20,4.61,few clouds
347,Hofn,IS,64.2539,-15.2082,48.69,91,97,3.76,overcast clouds
348,Dese,ET,11.1333,39.6333,50.86,94,100,3.96,heavy intensity rain
349,Talaya,RU,61.3833,152.75,22.1,69,21,1.41,few clouds
350,Saint Anthony,US,45.0205,-93.218,67.14,88,1,4.61,clear sky
351,Indramayu,ID,-6.3264,108.32,87.96,54,18,8.5,few clouds
352,Atar,MR,20.5169,-13.0499,87.37,10,98,9.69,overcast clouds
353,Abilene,US,32.4487,-99.7331,82.62,41,1,1.01,clear sky
354,San Jose,US,37.3394,-121.895,59.31,63,75,1.01,broken clouds
355,Ilhabela,BR,-23.7781,-45.3581,66.09,87,100,9.48,overcast clouds
356,San Angelo,US,31.4638,-100.437,78.33,49,1,1.99,clear sky
357,Broome,US,42.2506,-75.833,65.01,81,40,1.99,scattered clouds
358,Naranjal,EC,-2.6667,-79.6167,73.2,85,89,1.88,overcast clouds
359,Perry,US,37.2506,-83.1999,68.72,94,4,2.35,clear sky
360,Nalut,LY,30.3333,10.85,65.95,76,3,14.03,clear sky
361,Ancud,CL,-41.8697,-73.8203,46.42,92,1,4.88,clear sky
362,Guadalupe Y Calvo,MX,26.1,-106.9667,55.42,70,0,4.34,clear sky
363,Neijiang,CN,29.5835,105.0622,66.45,89,100,6.08,overcast clouds
364,Araouane,ML,18.9048,-3.5265,85.17,13,71,5.1,broken clouds
365,Xai-Xai,MZ,-25.0519,33.6442,66.06,70,0,8.19,clear sky
366,Am Timan,TD,11.0297,20.2827,75.49,70,100,4.54,overcast clouds
367,Sinnamary,GF,5.3833,-52.95,80.37,81,95,10.45,overcast clouds
368,Ponta Delgada,PT,37.7333,-25.6667,68.5,82,20,9.22,few clouds
369,Caxito,AO,-8.5785,13.6643,73.72,80,16,2.42,few clouds
370,Moree,AU,-29.4667,149.85,84.22,39,0,12.66,clear sky
371,Richards Bay,ZA,-28.783,32.0377,66.2,94,43,7.11,scattered clouds
372,Otradnoye,RU,59.7775,30.8181,52.03,71,100,7.16,overcast clouds
373,Gualaca,PA,8.5333,-82.3,78.73,94,99,0.96,overcast clouds
374,Plettenberg Bay,ZA,-34.0527,23.3716,59.23,84,38,11.27,scattered clouds
375,Sept-Iles,CA,50.2001,-66.3821,28.92,93,1,3.44,clear sky
376,Abu Dhabi,AE,24.4667,54.3667,87.82,84,20,0.0,few clouds
377,Nsanje,MW,-16.92,35.262,65.77,69,2,2.73,clear sky
378,Alofi,NU,-19.0595,-169.9187,80.49,74,15,13.8,few clouds
379,Camacupa,AO,-12.0167,17.4833,68.81,49,59,2.21,broken clouds
380,Tiarei,PF,-17.5333,-149.3333,82.42,67,24,1.74,few clouds
381,Pisco,PE,-13.7,-76.2167,63.01,82,20,10.36,few clouds
382,Orcopampa,PE,-15.2661,-72.3417,48.22,72,98,4.05,overcast clouds
383,Muisne,EC,0.6,-80.0333,73.76,83,100,7.07,overcast clouds
384,Roald,NO,62.5833,6.1333,64.17,94,100,3.44,light rain
385,Dergachi,RU,51.2328,48.7659,39.27,72,0,6.69,clear sky
386,Guacimo,CR,10.2104,-83.6807,83.01,97,100,2.75,overcast clouds
387,Vila Franca Do Campo,PT,37.7167,-25.4333,68.2,85,4,6.29,clear sky
388,Rio Cuarto,AR,-33.1307,-64.3499,47.84,41,95,8.01,overcast clouds
389,Bereda,ES,43.2686,-7.5406,54.57,100,100,3.33,overcast clouds
390,Tura,IN,25.5198,90.2201,83.12,67,6,0.2,clear sky
391,Linqiong,CN,30.4159,103.4609,68.79,88,100,2.15,overcast clouds
